000-1-01JigsP22HauntedHouse.mp3,G,1098
001-1-02JigsP22MyDarlingAsleep.mp3,D,76
002-1-03JigsP22ClubCeili.mp3,G,56
003-1-04PolkasP39LittleDiamondPolka.mp3,D,604
004-1-05PolkasP39MurroePolka.mp3,G,1508
005-1-06PolkasP39MaidOfArdath.mp3,A,466
006-1-07ReelsP6BoyneHunt.mp3,D,142
007-1-08ReelsP6ShannonBreeze.mp3,D,87
008-1-09ReelsP6RedHairedLass.mp3,G,1716
009-1-10JigsP19HumoursOfGlendart.mp3,D,45
010-1-11JigsP19SaddleThePony.mp3,G,307
011-1-12JigsP19TobinsFavourite.mp3,D,308
012-1-13ReelsP18TullaReel.mp3,D,141
013-1-14ReelsP18Skylark.mp3,D,632
014-1-15ReelsP18RoaringMary.mp3,D,762
015-1-16SlidesP35BrosnaSlide.mp3,G,1414
016-1-17SlidesP35OKeefes.mp3,Am,53
017-1-18SlidesP35DennisMurphys.mp3,D,159
018-1-19ReelsP4MaidBehindTheBar.mp3,D,64
019-1-20ReelsP4Kilmaley.mp3,G,141
020-1-21ReelsP4GreenMountain.mp3,D,166
021-1-22PolkasP37BritchesFullOfStiches.mp3,G,1075
022-1-23PolkasP37ArmaghPolka.mp3,D,441
023-1-24PolkasP37BallydesmondNo3.mp3,G,1410
024-1-25JigsP20GeeseInTheBog.mp3,Am,43
025-1-26JigsP20ConnachtmansRambles.mp3,D,19
026-1-27JigsP20OutOnTheOcean.mp3,G,108
027-1-28ReelsP14MissMcCleod.mp3,G,75
028-1-29ReelsP14MerryBlacksmith.mp3,D,72
029-1-30ReelsP14SallyGardens.mp3,G,98
030-1-31JigsP21JerrysBeaverHat.mp3,D,319
031-1-32JigsP21KeshJig.mp3,G,55
032-1-33JigsP21RamblingPitchfork.mp3,D,89
033-1-34MazurkasP41SonnysMazurka.mp3,D,5476
034-1-35MazurkasP41ShoeTheDonkey.mp3,G,2320
035-1-36RellsP10JackieColemans.mp3,D,50
036-1-37RellsP10MountainRoad.mp3,D,68
037-1-38RellsP10CreggsPipes.mp3,G,605
038-1-39JigsP26QueenOfTheFair.mp3,D,772
039-1-40JigsP26PayTheReckoning.mp3,G,1805
040-1-41JigsP26CarraroeJig.mp3,D,771
041-1-42ReelsP17Sheehans.mp3,G,1178
042-1-43ReelsP17Cameronian.mp3,D,284
043-1-44ReelsP17Foxhunters.mp3,G,511
044-1-45JigsP25LarkInTheMorning.mp3,D,62
045-1-46JigsP25HumoursOfEnnistymon.mp3,G,228
046-1-47JigsP25WanderingMinstrel.mp3,D,2025
047-1-48HornpipesP34BoysOfBluehill.mp3,D,651
048-1-49HornpipesP34CorkHornpipe.mp3,D,49
049-1-50HornpipesP34CroninsHonepipe.mp3,G,478
050-1-51ReelsP16EarlsChair.mp3,D,221
051-1-52ReelsP16TimMaloneys.mp3,G,621
052-1-53ReelsP16ShipAreSailing.mp3,Em,543
